condition_id,user_id,trial,model_response,model_error,reset,b_L,b_R,b_U,b_D
B0,163,6,2,False,False,0.0,0.0,0.0,0.0
B0,163,7,2,False,False,0.0,0.0,0.0,0.0
B0,163,8,0,False,False,0.0,0.0,0.0,0.0
B0,163,9,1,False,False,0.0,0.0,0.0,0.0
B0,163,10,2,False,False,0.0,0.0,0.0,0.0
B0,163,11,1,False,False,0.0,0.0,0.0,0.0
B0,163,12,2,False,False,0.0,0.0,0.0,0.0
B0,163,13,2,False,False,0.0,0.0,0.0,0.0
B0,163,14,2,False,False,0.0,0.0,0.0,0.0
B0,163,15,0,False,False,0.0,0.0,0.0,0.0
B0,163,16,1,False,False,0.0,0.0,0.0,0.0
B0,163,17,2,False,False,0.0,0.0,0.0,0.0
B0,163,18,0,False,False,0.0,0.0,0.0,0.0
B0,163,19,1,False,False,0.0,0.0,0.0,0.0
B0,163,20,3,False,False,0.0,0.0,0.0,0.0
B0,163,21,0,False,False,0.0,0.0,0.0,0.0
B0,163,22,1,False,False,0.0,0.0,0.0,0.0
B0,163,23,2,False,False,0.0,0.0,0.0,0.0
B0,163,24,1,False,False,0.0,0.0,0.0,0.0
B0,163,25,3,False,False,0.0,0.0,0.0,0.0
B0,163,26,1,False,False,0.0,0.0,0.0,0.0
B0,163,27,1,False,False,0.0,0.0,0.0,0.0
B0,163,28,2,False,False,0.0,0.0,0.0,0.0
B0,163,29,1,False,False,0.0,0.0,0.0,0.0
B0,163,30,2,False,False,0.0,0.0,0.0,0.0
B0,163,31,0,False,False,0.0,0.0,0.0,0.0
B0,163,32,2,False,False,0.0,0.0,0.0,0.0
B0,163,33,0,False,False,0.0,0.0,0.0,0.0
B0,163,34,3,False,False,0.0,0.0,0.0,0.0
B0,163,35,0,False,False,0.0,0.0,0.0,0.0
B0,163,36,1,False,False,0.0,0.0,0.0,0.0
B0,163,37,0,False,False,0.0,0.0,0.0,0.0
B0,163,38,1,False,False,0.0,0.0,0.0,0.0
B0,163,39,1,False,False,0.0,0.0,0.0,0.0
B0,163,40,1,False,False,0.0,0.0,0.0,0.0
B0,163,41,3,False,False,0.0,0.0,0.0,0.0
B0,163,42,1,False,False,0.0,0.0,0.0,0.0
B0,163,43,3,False,False,0.0,0.0,0.0,0.0
B0,163,44,1,False,False,0.0,0.0,0.0,0.0
B0,163,45,2,False,False,0.0,0.0,0.0,0.0
B0,163,46,3,False,False,0.0,0.0,0.0,0.0
B0,163,47,0,False,False,0.0,0.0,0.0,0.0
B0,163,48,2,False,False,0.0,0.0,0.0,0.0
B0,163,49,2,False,False,0.0,0.0,0.0,0.0
B0,163,50,2,False,False,0.0,0.0,0.0,0.0
B0,163,51,0,False,False,0.0,0.0,0.0,0.0
B0,163,52,1,False,False,0.0,0.0,0.0,0.0
B0,163,53,0,False,False,0.0,0.0,0.0,0.0
B0,163,54,2,False,False,0.0,0.0,0.0,0.0
B0,163,55,0,False,False,0.0,0.0,0.0,0.0
B0,163,56,2,False,False,0.0,0.0,0.0,0.0
B0,163,57,1,False,False,0.0,0.0,0.0,0.0
B0,163,58,3,False,False,0.0,0.0,0.0,0.0
B0,163,1,3,False,True,0.0,0.0,0.0,0.0
B0,163,2,0,False,False,0.0,0.0,0.0,0.0
B0,163,3,0,False,False,0.0,0.0,0.0,0.0
B0,163,4,1,False,False,0.0,0.0,0.0,0.0
B0,163,5,3,False,False,0.0,0.0,0.0,0.0
B0,163,6,0,False,False,0.0,0.0,0.0,0.0
B0,163,7,0,False,False,0.0,0.0,0.0,0.0
B0,163,8,0,False,False,0.0,0.0,0.0,0.0
B0,163,9,0,False,False,0.0,0.0,0.0,0.0
B0,163,10,1,False,False,0.0,0.0,0.0,0.0
B0,163,11,2,False,False,0.0,0.0,0.0,0.0
B0,163,12,2,False,False,0.0,0.0,0.0,0.0
B0,163,13,1,False,False,0.0,0.0,0.0,0.0
B0,163,14,1,False,False,0.0,0.0,0.0,0.0
B0,163,15,0,False,False,0.0,0.0,0.0,0.0
B0,163,16,3,False,False,0.0,0.0,0.0,0.0
B0,163,17,2,False,False,0.0,0.0,0.0,0.0
B0,163,18,1,False,False,0.0,0.0,0.0,0.0
B0,163,19,2,False,False,0.0,0.0,0.0,0.0
B0,163,20,1,False,False,0.0,0.0,0.0,0.0
B0,163,21,3,False,False,0.0,0.0,0.0,0.0
B0,163,22,3,False,False,0.0,0.0,0.0,0.0
B0,163,23,1,False,False,0.0,0.0,0.0,0.0
B0,163,24,1,False,False,0.0,0.0,0.0,0.0
B0,163,25,3,False,False,0.0,0.0,0.0,0.0
B0,163,26,1,False,False,0.0,0.0,0.0,0.0
B0,163,27,3,False,False,0.0,0.0,0.0,0.0
B0,163,28,0,False,False,0.0,0.0,0.0,0.0
B0,163,29,1,False,False,0.0,0.0,0.0,0.0
B0,163,30,2,False,False,0.0,0.0,0.0,0.0
B0,163,31,1,False,False,0.0,0.0,0.0,0.0
B0,163,32,0,False,False,0.0,0.0,0.0,0.0
B0,163,33,2,False,False,0.0,0.0,0.0,0.0
B0,163,34,3,False,False,0.0,0.0,0.0,0.0
B0,221,1,0,False,True,0.0,0.0,0.0,0.0
B0,221,2,2,False,False,0.0,0.0,0.0,0.0
B0,221,3,0,False,False,0.0,0.0,0.0,0.0
B0,221,4,1,False,False,0.0,0.0,0.0,0.0
B0,221,5,3,False,False,0.0,0.0,0.0,0.0
B0,221,6,0,False,False,0.0,0.0,0.0,0.0
B0,221,7,0,False,False,0.0,0.0,0.0,0.0
B0,221,8,3,False,False,0.0,0.0,0.0,0.0
B0,221,9,3,False,False,0.0,0.0,0.0,0.0
B0,221,10,2,False,False,0.0,0.0,0.0,0.0
B0,221,11,2,False,False,0.0,0.0,0.0,0.0
B0,221,12,3,False,False,0.0,0.0,0.0,0.0
B0,221,13,0,False,False,0.0,0.0,0.0,0.0
B0,221,14,1,False,False,0.0,0.0,0.0,0.0
B0,221,15,3,False,False,0.0,0.0,0.0,0.0
B0,221,16,0,False,False,0.0,0.0,0.0,0.0
B0,221,17,0,False,False,0.0,0.0,0.0,0.0
B0,221,18,0,False,False,0.0,0.0,0.0,0.0
B0,221,19,2,False,False,0.0,0.0,0.0,0.0
B0,221,20,2,False,False,0.0,0.0,0.0,0.0
B0,221,21,2,False,False,0.0,0.0,0.0,0.0
B0,221,22,2,False,False,0.0,0.0,0.0,0.0
B0,221,23,2,False,False,0.0,0.0,0.0,0.0
B0,221,24,1,False,False,0.0,0.0,0.0,0.0
B0,221,25,3,False,False,0.0,0.0,0.0,0.0
B0,221,26,2,False,False,0.0,0.0,0.0,0.0
B0,221,27,0,False,False,0.0,0.0,0.0,0.0
B0,221,28,2,False,False,0.0,0.0,0.0,0.0
B0,221,29,2,False,False,0.0,0.0,0.0,0.0
B0,221,30,2,False,False,0.0,0.0,0.0,0.0
B0,221,31,3,False,False,0.0,0.0,0.0,0.0
B0,221,32,1,False,False,0.0,0.0,0.0,0.0
B0,221,33,0,False,False,0.0,0.0,0.0,0.0
B0,221,34,0,False,False,0.0,0.0,0.0,0.0
B0,221,35,0,False,False,0.0,0.0,0.0,0.0
B0,221,36,1,False,False,0.0,0.0,0.0,0.0
B0,221,37,3,False,False,0.0,0.0,0.0,0.0
B0,221,38,3,False,False,0.0,0.0,0.0,0.0
B0,221,39,3,False,False,0.0,0.0,0.0,0.0
B0,221,40,1,False,False,0.0,0.0,0.0,0.0
B0,221,41,2,False,False,0.0,0.0,0.0,0.0
B0,221,42,3,False,False,0.0,0.0,0.0,0.0
B0,221,43,3,False,False,0.0,0.0,0.0,0.0
B0,221,44,2,False,False,0.0,0.0,0.0,0.0
B0,221,45,3,True,False,0.0,0.0,0.0,0.0
B0,221,46,1,False,False,0.0,0.0,0.0,0.0
B0,221,47,1,False,False,0.0,0.0,0.0,0.0
B0,221,48,2,False,False,0.0,0.0,0.0,0.0
B0,221,49,2,False,False,0.0,0.0,0.0,0.0
B0,221,50,1,False,False,0.0,0.0,0.0,0.0
B0,221,51,0,False,False,0.0,0.0,0.0,0.0
B0,221,52,1,False,False,0.0,0.0,0.0,0.0
B0,221,53,1,False,False,0.0,0.0,0.0,0.0
B0,221,1,2,False,True,0.0,0.0,0.0,0.0
B0,221,2,2,False,False,0.0,0.0,0.0,0.0
B0,221,3,3,False,False,0.0,0.0,0.0,0.0
B0,221,4,0,False,False,0.0,0.0,0.0,0.0
B0,221,5,1,False,False,0.0,0.0,0.0,0.0
B0,221,6,2,False,False,0.0,0.0,0.0,0.0
B0,221,7,0,False,False,0.0,0.0,0.0,0.0
B0,221,8,1,False,False,0.0,0.0,0.0,0.0
B0,221,9,2,False,False,0.0,0.0,0.0,0.0
B0,221,10,0,False,False,0.0,0.0,0.0,0.0
B0,221,11,0,False,False,0.0,0.0,0.0,0.0
B0,221,12,2,False,False,0.0,0.0,0.0,0.0
B0,221,13,0,False,False,0.0,0.0,0.0,0.0
B0,221,14,2,False,False,0.0,0.0,0.0,0.0
B0,221,15,3,False,False,0.0,0.0,0.0,0.0
B0,221,16,3,False,False,0.0,0.0,0.0,0.0
B0,221,17,0,False,False,0.0,0.0,0.0,0.0
B0,221,18,2,False,False,0.0,0.0,0.0,0.0
B0,221,19,2,False,False,0.0,0.0,0.0,0.0
B0,221,20,1,False,False,0.0,0.0,0.0,0.0
B0,221,21,1,False,False,0.0,0.0,0.0,0.0
B0,221,22,0,False,False,0.0,0.0,0.0,0.0
B0,221,23,1,False,False,0.0,0.0,0.0,0.0
B0,221,24,1,False,False,0.0,0.0,0.0,0.0
B0,221,25,3,False,False,0.0,0.0,0.0,0.0
B0,221,26,1,False,False,0.0,0.0,0.0,0.0
B0,221,27,3,False,False,0.0,0.0,0.0,0.0
B0,221,28,3,False,False,0.0,0.0,0.0,0.0
B0,221,29,1,False,False,0.0,0.0,0.0,0.0
B0,221,30,0,False,False,0.0,0.0,0.0,0.0
B0,221,31,3,False,False,0.0,0.0,0.0,0.0
B0,221,32,2,False,False,0.0,0.0,0.0,0.0
B0,221,33,3,False,False,0.0,0.0,0.0,0.0
B0,221,34,2,False,False,0.0,0.0,0.0,0.0
B0,221,35,0,False,False,0.0,0.0,0.0,0.0
B0,221,36,2,False,False,0.0,0.0,0.0,0.0
B0,221,37,0,False,False,0.0,0.0,0.0,0.0
B0,221,38,1,False,False,0.0,0.0,0.0,0.0
B0,221,39,2,False,False,0.0,0.0,0.0,0.0
B0,221,40,2,False,False,0.0,0.0,0.0,0.0
B0,221,41,0,False,False,0.0,0.0,0.0,0.0
B0,221,42,1,False,False,0.0,0.0,0.0,0.0
B0,221,43,3,False,False,0.0,0.0,0.0,0.0
B0,221,44,0,False,False,0.0,0.0,0.0,0.0
B0,221,45,1,False,False,0.0,0.0,0.0,0.0
B0,221,46,0,False,False,0.0,0.0,0.0,0.0
B0,221,47,3,False,False,0.0,0.0,0.0,0.0
B0,221,48,3,False,False,0.0,0.0,0.0,0.0
B0,221,49,0,False,False,0.0,0.0,0.0,0.0
B0,221,50,2,False,False,0.0,0.0,0.0,0.0
B0,221,51,1,False,False,0.0,0.0,0.0,0.0
B0,221,52,0,False,False,0.0,0.0,0.0,0.0
B0,221,53,1,False,False,0.0,0.0,0.0,0.0
B0,221,54,1,False,False,0.0,0.0,0.0,0.0
B0,221,1,1,False,True,0.0,0.0,0.0,0.0
B0,221,2,0,False,False,0.0,0.0,0.0,0.0
B0,221,3,2,False,False,0.0,0.0,0.0,0.0
B0,221,4,1,False,False,0.0,0.0,0.0,0.0
B0,221,5,1,False,False,0.0,0.0,0.0,0.0
B0,221,6,2,False,False,0.0,0.0,0.0,0.0
B0,221,7,1,False,False,0.0,0.0,0.0,0.0
B0,221,8,2,False,False,0.0,0.0,0.0,0.0
B0,221,9,2,False,False,0.0,0.0,0.0,0.0
B0,221,10,2,False,False,0.0,0.0,0.0,0.0
B0,221,11,1,False,False,0.0,0.0,0.0,0.0
B0,221,12,3,False,False,0.0,0.0,0.0,0.0
B0,221,13,0,False,False,0.0,0.0,0.0,0.0
B0,221,14,1,False,False,0.0,0.0,0.0,0.0
B0,221,15,0,False,False,0.0,0.0,0.0,0.0
B0,221,16,1,False,False,0.0,0.0,0.0,0.0
B0,221,17,3,False,False,0.0,0.0,0.0,0.0
B0,221,18,2,False,False,0.0,0.0,0.0,0.0
B0,221,19,2,False,False,0.0,0.0,0.0,0.0
B0,221,20,3,False,False,0.0,0.0,0.0,0.0
B0,221,21,1,False,False,0.0,0.0,0.0,0.0
B0,221,22,3,False,False,0.0,0.0,0.0,0.0
B0,221,23,3,False,False,0.0,0.0,0.0,0.0
B0,221,24,2,False,False,0.0,0.0,0.0,0.0
B0,221,25,1,False,False,0.0,0.0,0.0,0.0
B0,221,26,2,False,False,0.0,0.0,0.0,0.0
B0,221,27,0,False,False,0.0,0.0,0.0,0.0
B0,221,28,1,False,False,0.0,0.0,0.0,0.0
B0,221,29,0,False,False,0.0,0.0,0.0,0.0
B0,221,30,2,False,False,0.0,0.0,0.0,0.0
B0,221,31,3,False,False,0.0,0.0,0.0,0.0
B0,221,32,3,False,False,0.0,0.0,0.0,0.0
B0,221,33,3,False,False,0.0,0.0,0.0,0.0
B0,221,34,2,False,False,0.0,0.0,0.0,0.0
B0,221,35,0,False,False,0.0,0.0,0.0,0.0
B0,221,36,2,False,False,0.0,0.0,0.0,0.0
B0,221,37,0,False,False,0.0,0.0,0.0,0.0
B0,221,38,2,False,False,0.0,0.0,0.0,0.0
B0,221,39,2,False,False,0.0,0.0,0.0,0.0
B0,221,40,2,False,False,0.0,0.0,0.0,0.0
B0,221,41,3,False,False,0.0,0.0,0.0,0.0
B0,221,42,0,False,False,0.0,0.0,0.0,0.0
B0,221,43,3,False,False,0.0,0.0,0.0,0.0
B0,221,44,3,False,False,0.0,0.0,0.0,0.0
B0,221,45,1,False,False,0.0,0.0,0.0,0.0
B0,221,46,2,False,False,0.0,0.0,0.0,0.0
B0,221,47,2,False,False,0.0,0.0,0.0,0.0
B0,221,48,3,False,False,0.0,0.0,0.0,0.0
B0,221,49,2,False,False,0.0,0.0,0.0,0.0
B0,221,50,2,False,False,0.0,0.0,0.0,0.0
B0,221,51,1,False,False,0.0,0.0,0.0,0.0
B0,221,52,3,False,False,0.0,0.0,0.0,0.0
B0,221,53,1,False,False,0.0,0.0,0.0,0.0
B0,221,54,0,False,False,0.0,0.0,0.0,0.0
B0,221,55,0,False,False,0.0,0.0,0.0,0.0
B0,221,56,1,False,False,0.0,0.0,0.0,0.0
B0,221,1,3,False,True,0.0,0.0,0.0,0.0
B0,221,2,1,False,False,0.0,0.0,0.0,0.0
B0,221,3,3,False,False,0.0,0.0,0.0,0.0
B0,221,4,0,False,False,0.0,0.0,0.0,0.0
B0,221,5,3,False,False,0.0,0.0,0.0,0.0
B0,221,6,3,False,False,0.0,0.0,0.0,0.0
B0,221,7,1,False,False,0.0,0.0,0.0,0.0
B0,221,8,1,False,False,0.0,0.0,0.0,0.0
B0,221,9,3,False,False,0.0,0.0,0.0,0.0
B0,221,10,2,False,False,0.0,0.0,0.0,0.0
B0,221,11,3,False,False,0.0,0.0,0.0,0.0
B0,221,12,2,False,False,0.0,0.0,0.0,0.0
B0,221,13,2,False,False,0.0,0.0,0.0,0.0
B0,221,14,2,False,False,0.0,0.0,0.0,0.0
B0,221,15,3,False,False,0.0,0.0,0.0,0.0
B0,221,16,3,False,False,0.0,0.0,0.0,0.0
B0,221,17,2,False,False,0.0,0.0,0.0,0.0
B0,221,18,3,False,False,0.0,0.0,0.0,0.0
B0,221,19,3,False,False,0.0,0.0,0.0,0.0
B0,221,20,0,False,False,0.0,0.0,0.0,0.0
B0,221,21,1,False,False,0.0,0.0,0.0,0.0
B0,221,22,1,False,False,0.0,0.0,0.0,0.0
B0,221,23,3,True,False,0.0,0.0,0.0,0.0
B0,221,24,0,False,False,0.0,0.0,0.0,0.0
B0,221,25,2,False,False,0.0,0.0,0.0,0.0
B0,221,26,2,False,False,0.0,0.0,0.0,0.0
B0,221,27,0,False,False,0.0,0.0,0.0,0.0
B0,221,28,0,False,False,0.0,0.0,0.0,0.0
B0,221,29,0,False,False,0.0,0.0,0.0,0.0
B0,221,30,3,False,False,0.0,0.0,0.0,0.0
B0,221,31,2,False,False,0.0,0.0,0.0,0.0
B0,221,32,1,False,False,0.0,0.0,0.0,0.0
B0,221,33,2,False,False,0.0,0.0,0.0,0.0
B0,221,34,3,False,False,0.0,0.0,0.0,0.0
B0,221,35,1,False,False,0.0,0.0,0.0,0.0
B0,221,36,0,False,False,0.0,0.0,0.0,0.0
B0,221,37,3,False,False,0.0,0.0,0.0,0.0
B0,221,38,1,False,False,0.0,0.0,0.0,0.0
B0,221,39,2,False,False,0.0,0.0,0.0,0.0
B0,221,40,3,False,False,0.0,0.0,0.0,0.0
B0,221,41,0,False,False,0.0,0.0,0.0,0.0
B0,221,42,3,False,False,0.0,0.0,0.0,0.0
B0,221,43,1,False,False,0.0,0.0,0.0,0.0
B0,221,44,1,False,False,0.0,0.0,0.0,0.0
B0,221,45,3,False,False,0.0,0.0,0.0,0.0
B0,221,46,3,False,False,0.0,0.0,0.0,0.0
B0,221,47,2,False,False,0.0,0.0,0.0,0.0
B0,221,48,1,False,False,0.0,0.0,0.0,0.0
B0,221,49,2,False,False,0.0,0.0,0.0,0.0
B0,221,50,3,False,False,0.0,0.0,0.0,0.0
B0,221,51,3,False,False,0.0,0.0,0.0,0.0
B0,221,52,1,False,False,0.0,0.0,0.0,0.0
B0,221,53,3,True,False,0.0,0.0,0.0,0.0
B0,221,54,1,False,False,0.0,0.0,0.0,0.0
B0,221,55,1,False,False,0.0,0.0,0.0,0.0
B0,221,56,0,False,False,0.0,0.0,0.0,0.0
B0,221,1,3,False,True,0.0,0.0,0.0,0.0
B0,221,2,1,False,False,0.0,0.0,0.0,0.0
B0,221,3,0,False,False,0.0,0.0,0.0,0.0
B0,221,4,1,False,False,0.0,0.0,0.0,0.0
B0,221,5,0,False,False,0.0,0.0,0.0,0.0
B0,221,6,1,False,False,0.0,0.0,0.0,0.0
B0,221,7,3,False,False,0.0,0.0,0.0,0.0
B0,221,8,0,False,False,0.0,0.0,0.0,0.0
B0,221,9,2,False,False,0.0,0.0,0.0,0.0
B0,221,10,0,False,False,0.0,0.0,0.0,0.0
B0,221,11,3,False,False,0.0,0.0,0.0,0.0
B0,221,12,3,False,False,0.0,0.0,0.0,0.0
B0,221,13,0,False,False,0.0,0.0,0.0,0.0
B0,221,14,1,False,False,0.0,0.0,0.0,0.0
B0,221,15,3,False,False,0.0,0.0,0.0,0.0
B0,221,16,0,False,False,0.0,0.0,0.0,0.0
B0,221,17,3,False,False,0.0,0.0,0.0,0.0
B0,221,18,3,False,False,0.0,0.0,0.0,0.0
B0,221,19,1,False,False,0.0,0.0,0.0,0.0
B0,221,20,2,False,False,0.0,0.0,0.0,0.0
B0,221,21,3,False,False,0.0,0.0,0.0,0.0
B0,221,22,3,False,False,0.0,0.0,0.0,0.0
B0,221,23,3,False,False,0.0,0.0,0.0,0.0
B0,221,24,3,False,False,0.0,0.0,0.0,0.0
B0,221,25,3,False,False,0.0,0.0,0.0,0.0
B0,221,26,0,False,False,0.0,0.0,0.0,0.0
B0,221,27,1,False,False,0.0,0.0,0.0,0.0
B0,221,28,3,False,False,0.0,0.0,0.0,0.0
B0,221,29,1,False,False,0.0,0.0,0.0,0.0
B0,221,30,3,False,False,0.0,0.0,0.0,0.0
B0,221,31,2,False,False,0.0,0.0,0.0,0.0
B0,221,32,2,False,False,0.0,0.0,0.0,0.0
B0,221,33,2,False,False,0.0,0.0,0.0,0.0
B0,221,34,0,False,False,0.0,0.0,0.0,0.0
B0,221,35,0,False,False,0.0,0.0,0.0,0.0
B0,221,36,1,False,False,0.0,0.0,0.0,0.0
B0,221,37,2,False,False,0.0,0.0,0.0,0.0
B0,166,1,1,False,True,0.0,0.0,0.0,0.0
B0,166,2,0,False,False,0.0,0.0,0.0,0.0
B0,166,3,2,False,False,0.0,0.0,0.0,0.0
B0,166,4,2,False,False,0.0,0.0,0.0,0.0
B0,166,5,0,False,False,0.0,0.0,0.0,0.0
B0,166,6,0,False,False,0.0,0.0,0.0,0.0
B0,166,7,0,False,False,0.0,0.0,0.0,0.0
B0,166,8,1,False,False,0.0,0.0,0.0,0.0
B0,166,9,2,False,False,0.0,0.0,0.0,0.0
B0,166,10,1,False,False,0.0,0.0,0.0,0.0
B0,166,11,2,False,False,0.0,0.0,0.0,0.0
B0,166,12,0,False,False,0.0,0.0,0.0,0.0
B0,166,13,3,False,False,0.0,0.0,0.0,0.0
B0,166,14,2,False,False,0.0,0.0,0.0,0.0
B0,166,15,0,False,False,0.0,0.0,0.0,0.0
B0,166,16,0,False,False,0.0,0.0,0.0,0.0
B0,166,17,3,False,False,0.0,0.0,0.0,0.0
B0,166,18,3,False,False,0.0,0.0,0.0,0.0
B0,166,19,0,False,False,0.0,0.0,0.0,0.0
B0,166,20,0,False,False,0.0,0.0,0.0,0.0
B0,166,21,3,False,False,0.0,0.0,0.0,0.0
B0,166,22,2,False,False,0.0,0.0,0.0,0.0
B0,166,23,3,False,False,0.0,0.0,0.0,0.0
B0,166,24,0,False,False,0.0,0.0,0.0,0.0
B0,166,25,1,False,False,0.0,0.0,0.0,0.0
B0,166,26,2,False,False,0.0,0.0,0.0,0.0
B0,166,27,2,False,False,0.0,0.0,0.0,0.0
B0,166,28,2,False,False,0.0,0.0,0.0,0.0
B0,166,29,0,False,False,0.0,0.0,0.0,0.0
B0,166,30,0,False,False,0.0,0.0,0.0,0.0
B0,166,31,2,False,False,0.0,0.0,0.0,0.0
B0,166,32,2,False,False,0.0,0.0,0.0,0.0
B0,166,33,2,False,False,0.0,0.0,0.0,0.0
B0,166,34,0,False,False,0.0,0.0,0.0,0.0
B0,166,35,2,False,False,0.0,0.0,0.0,0.0
B0,166,36,0,False,False,0.0,0.0,0.0,0.0
B0,166,37,2,False,False,0.0,0.0,0.0,0.0
B0,166,38,0,False,False,0.0,0.0,0.0,0.0
B0,166,39,2,False,False,0.0,0.0,0.0,0.0
B0,166,40,3,False,False,0.0,0.0,0.0,0.0
B0,166,41,0,False,False,0.0,0.0,0.0,0.0
B0,166,42,1,False,False,0.0,0.0,0.0,0.0
B0,166,43,1,False,False,0.0,0.0,0.0,0.0
B0,166,44,0,False,False,0.0,0.0,0.0,0.0
B0,166,45,1,False,False,0.0,0.0,0.0,0.0
B0,166,46,3,False,False,0.0,0.0,0.0,0.0
B0,166,47,3,True,False,0.0,0.0,0.0,0.0
B0,166,48,2,False,False,0.0,0.0,0.0,0.0
B0,166,49,3,False,False,0.0,0.0,0.0,0.0
B0,166,50,1,False,False,0.0,0.0,0.0,0.0
B0,166,51,0,False,False,0.0,0.0,0.0,0.0
B0,166,52,1,False,False,0.0,0.0,0.0,0.0
B0,166,53,1,False,False,0.0,0.0,0.0,0.0
B0,166,54,1,False,False,0.0,0.0,0.0,0.0
B0,166,55,2,False,False,0.0,0.0,0.0,0.0
B0,166,56,3,False,False,0.0,0.0,0.0,0.0
B0,166,57,2,False,False,0.0,0.0,0.0,0.0
B0,166,58,2,False,False,0.0,0.0,0.0,0.0
B0,166,1,3,False,True,0.0,0.0,0.0,0.0
B0,166,2,1,False,False,0.0,0.0,0.0,0.0
B0,166,3,1,False,False,0.0,0.0,0.0,0.0
B0,166,4,1,False,False,0.0,0.0,0.0,0.0
B0,166,5,0,False,False,0.0,0.0,0.0,0.0
B0,166,6,2,False,False,0.0,0.0,0.0,0.0
B0,166,7,3,False,False,0.0,0.0,0.0,0.0
B0,166,8,3,False,False,0.0,0.0,0.0,0.0
B0,166,9,2,False,False,0.0,0.0,0.0,0.0
B0,166,10,1,False,False,0.0,0.0,0.0,0.0
B0,166,11,0,False,False,0.0,0.0,0.0,0.0
B0,166,12,1,False,False,0.0,0.0,0.0,0.0
B0,166,13,1,False,False,0.0,0.0,0.0,0.0
B0,166,14,3,False,False,0.0,0.0,0.0,0.0
B0,166,15,2,False,False,0.0,0.0,0.0,0.0
B0,166,16,3,False,False,0.0,0.0,0.0,0.0
B0,166,17,0,False,False,0.0,0.0,0.0,0.0
B0,166,18,0,False,False,0.0,0.0,0.0,0.0
B0,166,19,2,False,False,0.0,0.0,0.0,0.0
B0,166,20,1,False,False,0.0,0.0,0.0,0.0
B0,166,21,0,False,False,0.0,0.0,0.0,0.0
B0,166,22,2,False,False,0.0,0.0,0.0,0.0
B0,166,23,1,False,False,0.0,0.0,0.0,0.0
B0,166,24,2,False,False,0.0,0.0,0.0,0.0
B0,166,25,3,True,False,0.0,0.0,0.0,0.0
B0,166,26,0,False,False,0.0,0.0,0.0,0.0
B0,166,27,2,False,False,0.0,0.0,0.0,0.0
B0,166,28,2,False,False,0.0,0.0,0.0,0.0
B0,166,29,1,False,False,0.0,0.0,0.0,0.0
B0,166,30,3,False,False,0.0,0.0,0.0,0.0
B0,166,31,1,False,False,0.0,0.0,0.0,0.0
B0,166,32,3,True,False,0.0,0.0,0.0,0.0
B0,166,33,1,False,False,0.0,0.0,0.0,0.0
B0,166,34,2,False,False,0.0,0.0,0.0,0.0
B0,166,35,0,False,False,0.0,0.0,0.0,0.0
B0,166,36,1,False,False,0.0,0.0,0.0,0.0
B0,166,37,3,False,False,0.0,0.0,0.0,0.0
B0,166,38,2,False,False,0.0,0.0,0.0,0.0
B0,166,39,3,False,False,0.0,0.0,0.0,0.0
B0,166,40,0,False,False,0.0,0.0,0.0,0.0
B0,166,41,1,False,False,0.0,0.0,0.0,0.0
B0,166,42,1,False,False,0.0,0.0,0.0,0.0
B0,166,43,3,False,False,0.0,0.0,0.0,0.0
B0,166,44,3,False,False,0.0,0.0,0.0,0.0
B0,166,45,0,False,False,0.0,0.0,0.0,0.0
B0,166,46,0,False,False,0.0,0.0,0.0,0.0
B0,166,47,0,False,False,0.0,0.0,0.0,0.0
B0,166,48,3,False,False,0.0,0.0,0.0,0.0
B0,166,49,0,False,False,0.0,0.0,0.0,0.0
B0,166,50,3,False,False,0.0,0.0,0.0,0.0
B0,166,51,1,False,False,0.0,0.0,0.0,0.0
B0,166,52,0,False,False,0.0,0.0,0.0,0.0
B0,166,53,3,False,False,0.0,0.0,0.0,0.0
B0,166,1,1,False,True,0.0,0.0,0.0,0.0
B0,166,2,1,False,False,0.0,0.0,0.0,0.0
B0,166,3,0,False,False,0.0,0.0,0.0,0.0
B0,166,4,0,False,False,0.0,0.0,0.0,0.0
B0,166,5,3,False,False,0.0,0.0,0.0,0.0
B0,166,6,1,False,False,0.0,0.0,0.0,0.0
B0,166,7,1,False,False,0.0,0.0,0.0,0.0
B0,166,8,2,False,False,0.0,0.0,0.0,0.0
B0,166,9,2,False,False,0.0,0.0,0.0,0.0
B0,166,10,0,False,False,0.0,0.0,0.0,0.0
B0,166,11,2,False,False,0.0,0.0,0.0,0.0
B0,166,12,1,False,False,0.0,0.0,0.0,0.0
B0,166,13,3,False,False,0.0,0.0,0.0,0.0
B0,166,14,3,False,False,0.0,0.0,0.0,0.0
B0,166,15,3,False,False,0.0,0.0,0.0,0.0
B0,166,16,1,False,False,0.0,0.0,0.0,0.0
B0,166,17,1,False,False,0.0,0.0,0.0,0.0
B0,166,18,2,False,False,0.0,0.0,0.0,0.0
B0,166,19,1,False,False,0.0,0.0,0.0,0.0
B0,166,20,0,False,False,0.0,0.0,0.0,0.0
B0,166,21,0,False,False,0.0,0.0,0.0,0.0
B0,166,22,1,False,False,0.0,0.0,0.0,0.0
B0,166,23,3,False,False,0.0,0.0,0.0,0.0
B0,166,24,1,False,False,0.0,0.0,0.0,0.0
B0,166,25,3,False,False,0.0,0.0,0.0,0.0
B0,166,26,2,False,False,0.0,0.0,0.0,0.0
B0,166,27,2,False,False,0.0,0.0,0.0,0.0
