lag,lagged_condition,user_id,n_after_previous_correct,errors_after_previous_correct,n_after_previous_error,errors_after_previous_error,shrunk_risk_after_previous_correct,shrunk_risk_after_previous_error,risk_difference,posterior_risk_difference_sd,raw_stable,log_odds_ratio,odds_ratio
1,incongruent,3988,17950,791,1459,57,0.044080022221982734,0.0394313258912802,-0.004648696330702536,0.005215852070902179,True,-0.11629736883892372,0.8902104630819002
1,incongruent,4193,26012,1053,1619,260,0.040499107944277676,0.15635456444482138,0.1158554565005437,0.008936241340068443,True,1.479527268318025,4.390869487098154
1,incongruent,4275,15023,462,725,37,0.03082436691806262,0.05077658048385621,0.019952213565793585,0.007940445815556618,True,0.5199313734863957,1.6819122219662483
1,incongruent,4344,13640,565,1096,84,0.04145180084497862,0.07507033853303433,0.03361853768805571,0.00792120066561042,True,0.6295963485850198,1.8768528320403994
1,incongruent,4398,14349,430,768,51,0.030045557395118567,0.06499250543960919,0.034946948044490625,0.00866264376796316,True,0.8082517118743882,2.2439814292129214
1,incongruent,4431,19475,1454,2843,189,0.07457296721196072,0.06607313516615931,-0.008499832045801403,0.004975694559640238,True,-0.1301586785570814,0.87795610705875
1,incongruent,4484,26279,316,400,11,0.012110719639628493,0.030273266408823836,0.01816254676919534,0.007980770200608037,True,0.9347303584822608,2.5465267158274836
1,incongruent,4790,12639,740,1207,87,0.0584955300213363,0.07087201539020942,0.012376485368873119,0.007492347416639099,True,0.20515790932376587,1.2277189179212835
1,incongruent,4969,18611,845,1382,123,0.04541143531514941,0.08719987176547934,0.04178843645032994,0.007573532904982072,True,0.6972023941130621,2.0081268941147496
1,incongruent,5058,28373,2427,4463,583,0.08545520481645345,0.12947290723614152,0.04401770241968807,0.005257778400907417,True,0.46480689828509125,1.5917067978968868
1,incongruent,5119,15018,289,428,28,0.01936336832759847,0.06315515716698536,0.04379178883938689,0.01102096815644416,True,1.227895765906721,3.4140380374105845
1,incongruent,5256,11783,722,1480,204,0.06120290545056549,0.13414992489092264,0.07294701944035716,0.008948075642279535,True,0.8656509528810039,2.3765526063325106
1,incongruent,5295,19221,464,863,47,0.02421789432065405,0.05400780142588081,0.029789907105226762,0.007505091378880675,True,0.8330416991691547,2.3003049455521363
1,incongruent,5336,13400,95,153,7,0.007280818162312829,0.04635616751785741,0.03907534935554458,0.014284523682047046,True,1.8912686721425054,6.6277718189761
1,incongruent,5356,15573,931,1481,261,0.0597345833805879,0.17097481459733177,0.11124023121674387,0.009763260486989668,True,1.177516782193616,3.2463029084589934
1,incongruent,5383,13328,884,1567,166,0.06623915269457092,0.10368106480217285,0.03744191210760192,0.007847852014682969,True,0.4889718332917665,1.6306387892476872
1,incongruent,5402,18022,735,1516,157,0.04080808242604925,0.10133037388788682,0.060522291461837574,0.0077324383262439254,True,0.9746817477410752,2.6503236052757555
1,incongruent,5573,67383,3944,7128,450,0.05852104226545609,0.06299669274687522,0.004475650481419131,0.0030040129542756497,True,0.07846102879620309,1.081621202260603
1,incongruent,5675,78539,2570,4411,240,0.03273473922897845,0.05431630649378913,0.021581567264810676,0.0034468385807336164,True,0.5289522297155038,1.6971531500677068
1,incongruent,5886,11690,1051,1941,222,0.08967950831067252,0.11227455953781454,0.02259505122714202,0.00752662098331503,True,0.24983921952232624,1.2838189870632726
1,incongruent,6003,12346,322,457,53,0.026192072962073258,0.10769084717202798,0.08149877420995472,0.01365345403131916,True,1.501209217396461,4.4871116846264645
1,incongruent,6181,13183,335,544,56,0.025518464725576603,0.09720194720241265,0.07168348247683605,0.01208949903654743,True,1.413795129979674,4.11152962161757
1,incongruent,6194,20831,235,252,10,0.011391822399995932,0.0413144686831989,0.02992264628320297,0.011215656486232423,True,1.3190519700188243,3.7398741832518536
1,incongruent,6474,15478,1719,3949,731,0.11080358700707243,0.1829467700038604,0.07214318299678796,0.00660192706264983,True,0.5860499911133852,1.7968767000418637
1,incongruent,6519,16094,784,1353,185,0.04871030554390863,0.13276387253758049,0.08405356699367186,0.009171120073568146,True,1.095188882696618,2.9897473416046907
1,incongruent,6591,18862,764,1045,90,0.04052915365600942,0.0839391178651909,0.04340996420918148,0.008448457290434625,True,0.7743692933223234,2.169223551864479
1,incongruent,6609,16379,75,108,8,0.004745299897786097,0.06437958387097212,0.05963428397318602,0.018709247270966886,True,2.669430757744025,14.431751691259818
1,incongruent,6786,13399,788,1628,155,0.058758740423037095,0.09343726927003684,0.03467852884699975,0.007359648591729221,True,0.5013896433849325,1.651013997975241
1,incongruent,6858,16795,616,1070,48,0.036719366674182935,0.045024915584604315,0.00830554891042138,0.006325138761080232,True,0.21257123256450905,1.2368542147250503
1,incongruent,6946,13679,765,1597,243,0.05588784779801006,0.14818686786724464,0.09229902006923457,0.008934426990345986,True,1.0780049234289122,2.938810546387411
1,incongruent,7097,12368,927,1557,154,0.07481349687830333,0.09691459635604342,0.022101099477740097,0.007717043650582922,True,0.2830100480509672,1.3271184967044567
1,incongruent,7109,14519,128,188,16,0.00898513746169345,0.07572261654455106,0.06673747908285761,0.016676262487620667,True,2.201222368730856,9.036052139000821
1,incongruent,7332,15655,1001,1771,75,0.06387638511071948,0.04253750524453308,-0.021338879866186405,0.005098671254965437,True,-0.42910258525025435,0.6510931332029415
1,incongruent,7522,17468,630,1162,93,0.03610833493771789,0.07837206964815249,0.042263734710434604,0.007803174323233703,True,0.8197811978052361,2.270003101530188
1,incongruent,7643,13941,1198,2102,393,0.08576150641141073,0.18290182507551092,0.0971403186641002,0.00863648298300805,True,0.8697114898244116,2.3862223047862474
1,incongruent,7652,20750,1288,2104,255,0.062028993108202146,0.11905708503005993,0.05702809192185779,0.0071531688972135245,True,0.7147273886224261,2.0436294896630596
1,incongruent,7735,20957,643,1215,200,0.030733416728286195,0.1588324133563825,0.12809899662809632,0.010288786183453249,True,1.7842478619137023,5.9550992058051815
1,incongruent,7862,15538,721,1371,157,0.04640810977430038,0.11157487691976886,0.06516676714546848,0.008479561951652927,True,0.9480071050779442,2.580561742997831
1,incongruent,8503,11181,919,1892,361,0.08199973101398388,0.1861799076862934,0.10418017667230951,0.009173212964179256,True,0.9404558437886434,2.561148635972104
2,all,163,47381,2892,2813,169,0.06101922842923238,0.059804412499917796,-0.0012148159293145847,0.004554636729310936,True,-0.021402512785305472,0.9788248957308002
2,all,166,76760,2613,2527,119,0.034052605121187025,0.04710818796203154,0.013055582840844515,0.004212651675670183,True,0.3381482920698744,1.4023484451404993
2,all,182,37477,1000,977,27,0.02671898317906817,0.02887352938465526,0.0021545462055870893,0.005253788670910727,True,0.07976709157138329,1.0830347903661819
2,all,221,70349,1986,1932,101,0.028248439138884748,0.05213291933687933,0.023884480197994582,0.005013429972930572,True,0.6376442877726829,1.8920185741257214
2,all,335,79025,1950,1727,72,0.024694424645071652,0.0419080532119272,0.017213628566855547,0.004765566315618876,True,0.5467075952308238,1.7275558312338253
2,all,522,34774,306,269,5,0.008871272058904485,0.024196250896506545,0.01532497883760206,0.008422768831163073,True,1.0189624355661895,2.7703188879205283
2,all,569,25225,2448,2239,241,0.0969218725757851,0.10597360882923729,0.00905173625345218,0.006676984861196694,True,0.0993586476635433,1.104462341373106
2,all,677,29777,1400,1444,130,0.04701777136000187,0.08823425028093763,0.041216478920935766,0.007403660559080284,True,0.6736827204989542,1.9614474988630861
2,all,878,22251,1563,1376,152,0.07017957778249709,0.10767862389906468,0.0374990461165676,0.008342822465615242,True,0.4692588506570492,1.5988087979040726
2,all,899,28083,418,397,10,0.01495922713892497,0.02832395871118522,0.01336473157226025,0.007752038354817291,True,0.6520403107121484,1.9194531172715166
2,all,984,31010,885,786,23,0.02857879077555068,0.030655695585069056,0.002076904809518377,0.005984325558835434,True,0.07229390551461146,1.074971237614895
2,all,1018,30953,2995,3090,276,0.09665851745781398,0.08847725080409886,-0.008181266653715116,0.005327032650187416,True,-0.09745476804395237,0.9071433724969935
2,all,1054,27420,782,780,73,0.02856415895003624,0.0901152208814784,0.061551061931442164,0.00990173054934034,True,1.2143935855525476,3.3682508888770064
2,all,1127,27180,1193,1167,157,0.043901678172192746,0.13002208187028816,0.08612040369809541,0.009662076221479177,True,1.1801446750609002,3.2548450637357553
2,all,1182,33668,654,570,21,0.019478754863980326,0.03794531486144498,0.018466559997464653,0.007619381394936007,True,0.6858346819228252,1.9854283452604797
2,all,1354,30571,2074,2080,207,0.06780013977512786,0.09797445610560525,0.030174316330477388,0.00657751400305963,True,0.4010469313495002,1.4933873535391826
2,all,1369,28937,936,919,67,0.032380170976766105,0.0712688468762015,0.03888867589943539,0.008267168299031239,True,0.8299330416047934,2.293165188462486
2,all,1478,22988,1560,1552,132,0.06780571238947401,0.08357503518190461,0.015769322792430596,0.00707866219708907,True,0.2261594719201403,1.2537755913374427
2,all,1488,25214,810,840,108,0.03216462294647283,0.12285087856043464,0.09068625561396182,0.01096820220354984,True,1.438489062134959,4.214323423227664
2,all,1744,26596,1003,1002,92,0.037736584019318474,0.08917190237179094,0.05143531835247247,0.008802392578307294,True,0.914870023081527,2.496450749840872
2,all,1941,68239,3021,3080,297,0.044274150762473354,0.09543805277842178,0.05116390201594843,0.0052980452690096986,True,0.8230966855433808,2.2775417592367586
2,all,2046,33829,846,841,39,0.02505111232954423,0.046472172402113085,0.021421060072568856,0.007044895668097676,True,0.6401518969927218,1.8967689709268438
2,all,2090,25004,1407,1361,94,0.056249293937761465,0.06811037299389211,0.011861079056130645,0.006828439148738817,True,0.20398369979035813,1.2262781647021368
2,all,2143,25339,697,654,20,0.027558057953284257,0.0321132854078146,0.004555227454530342,0.006654646330824761,True,0.15767016658719601,1.170779968663337
2,all,2317,32302,1530,1571,97,0.047366289149045775,0.06119712082032767,0.013830831671281893,0.006042469858764167,True,0.27081431185096827,1.311031604748938
2,all,2410,28687,1020,1058,120,0.03558336521821452,0.10967666241379,0.07409329719557547,0.00938860829059326,True,1.2055970426631273,3.338751860422445
2,all,2553,28598,1197,1174,43,0.04186928069794132,0.03720301357507623,-0.004666267122865088,0.005505370944330027,True,-0.1230209894081793,0.8842451025846514
2,all,2683,31827,1544,1429,109,0.04851078087149454,0.07505510411329913,0.026544323241804592,0.006922019098453574,True,0.46473069857225324,1.5915855149168876
2,all,2718,24302,930,893,88,0.03829341414540849,0.0951486294638633,0.056855215318454805,0.009559346343559339,True,0.9711009637851564,2.6408503400123164
2,all,2918,167992,11838,12086,752,0.07045899746376694,0.06214463300659972,-0.008314364457167218,0.0022773337344812556,True,-0.13447131111702904,0.874177957705953
2,all,3288,25439,1644,1776,160,0.06458288386236032,0.0886180700062803,0.024035186143919987,0.0067999128579116445,True,0.34241685857470516,1.408347256796256
2,all,3403,24002,449,398,42,0.018784067156138978,0.097526481828629,0.07874241467249002,0.01381529993488165,True,1.7307681341494967,5.644988351824751
2,all,3471,22856,1658,1633,182,0.07247195787786384,0.10904962653402511,0.03657766865616127,0.007755745270395587,True,0.44883766853994045,1.566490345893629
2,all,3497,27741,1578,1582,68,0.05686233768941378,0.04316969701734482,-0.013692640672068962,0.005196945656384771,True,-0.28990822580190034,0.7483322420186695
2,all,3605,25372,379,379,29,0.015020339919085598,0.07236405131540392,0.057343711396318324,0.012319461515362574,True,1.6322860022633683,5.115555533793501
2,all,3875,81046,4856,5002,404,0.05990700646774321,0.08035082155463616,0.02044381508689295,0.0039086857598503895,True,0.3155953792568411,1.371075377837774
2,all,3988,37159,1683,1599,80,0.04529611578592359,0.04994426367214638,0.004648147886222795,0.005447681318351315,True,0.10256694334994698,1.108011473426943
2,all,4193,51755,2202,2061,271,0.04255306590775439,0.1289680868062061,0.08641502089845172,0.007322909401538947,True,1.203404760303654,3.3314403909472636
2,all,4275,30055,959,862,31,0.0319418752015727,0.03677897568270051,0.004837100481127815,0.0062643915979607775,True,0.14601774761416708,1.157216725704504
2,all,4344,27692,1241,1184,68,0.04482120329502819,0.05693693856985595,0.012115735274827753,0.0066732924011118164,True,0.2520283902542664,1.2866325645919845
2,all,4398,29061,897,878,28,0.030903256338283606,0.0329695727783894,0.0020663164401057907,0.005902364638764288,True,0.06685802266630114,1.0691436732303583
2,all,4431,41698,2890,3046,285,0.06927487380056518,0.09262290753209755,0.023348033731532367,0.00534405412391955,True,0.3158600898398185,1.3714383640413725
2,all,4484,51598,652,442,9,0.012679675001251346,0.023828759159280143,0.011149084158028797,0.006791300228333307,True,0.6422494095087052,1.9007516429753597
2,all,4790,25771,1527,1573,120,0.059224203432845145,0.07517243143191651,0.01594822799907137,0.006678282120320768,True,0.255551802932231,1.2911738978794163
2,all,4969,37707,1734,1700,146,0.04598917997389972,0.08449957787955742,0.038510397905657696,0.006707548074281147,True,0.6495445759142306,1.9146686442051482
2,all,5058,58330,5451,5518,640,0.09340098710799016,0.11520193593995307,0.021800948831962902,0.004439297427602025,True,0.2341254463035285,1.2638030216815597
2,all,5119,29998,606,539,30,0.02026004117576424,0.05482139752727802,0.03456135635151378,0.009297749107656668,True,1.0313433337357676,2.8048311293884067
2,all,5256,24246,1533,1572,132,0.06318623156598488,0.08255333648124472,0.019367104915259836,0.006978633277659016,True,0.288248228445076,1.3340884217197986
2,all,5295,38512,1030,994,44,0.026779794365108335,0.04447761739578238,0.017697823030674048,0.006388046242567402,True,0.52569060553428,1.6916266918284137
2,all,5336,26525,216,174,4,0.008238646695889147,0.02965270103713733,0.021414054341248184,0.010986234834376822,True,1.3025455836638664,3.6786490678825867
2,all,5356,31146,2054,1993,282,0.06591019817446442,0.1385790807661706,0.07266888259170617,0.007744535869602251,True,0.8241372848278543,2.2799130011040996
2,all,5383,27609,1929,1835,181,0.06981741331962513,0.09692324147806573,0.027105828158440606,0.006958062652534321,True,0.3576092300605378,1.4299067467186248
2,all,5402,36593,1588,1662,150,0.04340391523902744,0.0886774326285556,0.04527351738952816,0.006922924411825364,True,0.7629401066878319,2.144572231650037
2,all,5573,138565,8067,7925,482,0.05821334134488188,0.0607156456764389,0.002502304331557015,0.0027446404975938273,True,0.04474736959123682,1.0457636348399393
2,all,5675,160037,5366,5174,281,0.03353543910815563,0.0542301076082304,0.020694668500074773,0.0031610630636841625,True,0.5022788154116333,1.6524826862994535
2,all,5886,24577,2107,2168,269,0.0856319651626825,0.12188942462003398,0.03625745945735148,0.007149093522366487,True,0.3935162685004452,1.4821833964371998
2,all,6003,24540,625,520,40,0.025526635889566707,0.07372820643361563,0.04820157054404893,0.010851254751556367,True,1.111392474414501,3.038586604017982
2,all,6181,26506,718,652,44,0.02713802585085164,0.06572246553690256,0.03858443968605092,0.009307644017895989,True,0.924973571915277,2.5218016130907865
2,all,6194,40867,446,345,6,0.010971082373737086,0.022145121808273504,0.011174039434536417,0.00728568904531454,True,0.713716599459064,2.0415648547520635
2,all,6474,33217,4023,4547,720,0.12097164139345436,0.15681135112991088,0.03583970973645652,0.005644826138734401,True,0.3011137920127753,1.3513631071171515
2,all,6519,32381,1720,1620,145,0.0531070212804117,0.08791998214063804,0.03481296086022634,0.007010017934522103,True,0.5415763107914549,1.7187139553694926
2,all,6591,37343,1474,1274,97,0.03948612097107356,0.07478121889232829,0.03529509792125473,0.007258508534786961,True,0.6760557290220284,1.9661075574880702
2,all,6609,31773,168,109,0,0.0053729114416289385,0.017672612440103805,0.012299700998474866,0.009996935791803127,True,1.2030894321679577,3.330390059667808
2,all,6786,27849,1712,1685,133,0.06144295819686832,0.0777914614507362,0.016348503253867885,0.00656202151824891,True,0.2534946950720891,1.2885205439585632
2,all,6858,33978,1227,1189,55,0.03613352131224728,0.046334649834977704,0.010201128522730425,0.006021665153269726,True,0.25930900858532313,1.29603422866119
2,all,6946,28309,1735,1795,223,0.061257438143483035,0.1216015041479711,0.06034406600448807,0.007710630415396069,True,0.7521049791750087,2.121460951000955
2,all,7097,25481,1828,1942,249,0.07167967413678361,0.12565163995618459,0.053971965819400974,0.0075726348348205755,True,0.6212040675398196,1.861167664818471
2,all,7109,28513,271,234,12,0.009590138042541196,0.050527884416267356,0.04093774637372616,0.012679999906775747,True,1.7040027644181164,5.495902224271124
2,all,7332,32609,1863,1935,159,0.05711313007848064,0.0810691650076065,0.02395603492912586,0.006236712653586108,True,0.37600408904172244,1.4564530892563587
2,all,7522,35320,1374,1363,76,0.038917514358798797,0.05540105240682654,0.01648353804802774,0.006140349257651359,True,0.3704539952917667,1.4483920285822296
2,all,7643,28846,2589,2521,324,0.08965953812350985,0.1265211560407898,0.03686161791727996,0.006749701535381616,True,0.3857247023630881,1.470679740421918
2,all,7652,42443,2595,2659,290,0.06112069288971509,0.10762292269683543,0.04650222980712034,0.006050373424959799,True,0.616581341776008,1.852583852694313
2,all,7735,42102,1437,1546,228,0.03415209732180919,0.14351376476174146,0.10936166743993228,0.008779584900927933,True,1.5557750776450654,4.738758007530678
2,all,7862,31196,1605,1599,163,0.05144137261993788,0.09985401737401021,0.04841264475407234,0.007455010762301919,True,0.7156531746716062,2.045522329381392
2,all,8503,23488,2089,2256,317,0.08882715898769149,0.13795567678025394,0.04912851779256246,0.007394224595630788,True,0.4956659206833802,1.6415910445859996
2,congruent,163,24827,1492,586,29,0.060065090997840506,0.04935321189773442,-0.010711879100106084,0.008622300509644557,True,-0.2077579317452396,0.8124036700502043
2,congruent,166,39317,1428,455,16,0.03633932272299786,0.036760869871013416,0.0004215471480155525,0.00830612176391016,True,0.011971074422121752,1.0120430145136585
2,congruent,182,19245,521,95,0,0.02714166241579632,0.019358045319312164,-0.007783617096484157,0.01095692210504658,True,-0.34593072889494936,0.7075614989758543
2,congruent,221,35750,1032,549,32,0.028901503794432747,0.05722679133551488,0.02832528754108213,0.009416001248329439,True,0.7127306877160118,2.0395530438845006
2,congruent,335,40240,1038,319,26,0.02583064428087203,0.07592965333980159,0.050099009058929556,0.01354142822000114,True,1.1310427113146129,3.09888605964006
2,congruent,522,17650,153,56,2,0.008810960032969507,0.04232666011021251,0.033515700077243,0.018320673803963624,True,1.6038192797552275,4.971985611583644
2,congruent,569,12599,1227,1111,120,0.09713987443808282,0.10475119222409242,0.007611317786009597,0.009309819331359501,True,0.08390196057527799,1.0875222685245922
2,congruent,677,15409,739,287,28,0.04795964006194837,0.08855200900046808,0.04059236893851972,0.015240672419504898,True,0.6568031215459986,1.928616914767616
2,congruent,878,11448,765,535,60,0.06671999200814814,0.10531332545147751,0.03859333344332937,0.012745995966949659,True,0.4986670192531535,1.646525021093787
2,congruent,899,14234,210,21,2,0.014902621545060816,0.05976662969855935,0.04486400815349854,0.025590475134134632,True,1.4355227202373642,4.201840822071785
2,congruent,984,15918,462,129,3,0.029100141901961238,0.03149533842044447,0.002395196518483231,0.012611362824337566,True,0.08156653189665519,1.0849854013193057
2,congruent,1018,16674,1685,511,49,0.1008532940217572,0.09057716023685206,-0.010276133784905148,0.012183584186677318,True,-0.11882878685607645,0.8879598181400337
2,congruent,1054,14009,429,262,25,0.030702661584987783,0.08613994413637668,0.0554372825513889,0.015584888782027646,True,1.090517851316255,2.9758147031808124
2,congruent,1127,14032,667,227,36,0.047536853525916606,0.13431025868628432,0.08677340516036772,0.020036857393474536,True,1.1341720499387988,3.1085987126423955
2,congruent,1182,17097,327,97,5,0.0192341892871848,0.05018406008543492,0.03094987079825012,0.017188131768690357,True,0.9910735482120505,2.694125193691995
2,congruent,1354,15461,1061,838,83,0.0685398163363383,0.09543474027402933,0.026894923937691037,0.009985889244569057,True,0.3603268217124991,1.4337979342912222
2,congruent,1369,14616,448,259,27,0.03072742219718159,0.09313315314282572,0.062405730945644125,0.01620957309212384,True,1.1754249734653657,3.239519361115848
2,congruent,1478,12004,828,360,29,0.06886647884354131,0.07566283602823072,0.0067963571846894055,0.013034357518444676,True,0.1014433444464573,1.1067672121065781
2,congruent,1488,12963,419,189,39,0.0324002955671369,0.16634805039003075,0.13394775482289384,0.02341997586642545,True,1.784917221893595,5.9590866452571545
2,congruent,1744,13549,519,220,25,0.03835150072827986,0.09888143065352617,0.06052992992524631,0.01775992522295618,True,1.0121399547959697,2.7514827681751832
2,congruent,1941,35654,1592,308,33,0.044657576798728685,0.09699522045985506,0.05233764366112638,0.015363831572709569,True,0.8319797057928264,2.2978633336537335
2,congruent,2046,17386,449,62,3,0.025907065405262598,0.04825021226336761,0.022343146858105015,0.019057680122720782,True,0.6450890421900586,1.9061567500872767
2,congruent,2090,12771,744,285,24,0.05820647271198728,0.07759641658957833,0.019389943877591055,0.014450038781235068,True,0.30832789587586973,1.3611472303360734
2,congruent,2143,12970,367,101,3,0.028393312014291964,0.03684179356110955,0.008448481546817588,0.014695221213068436,True,0.26921266766972307,1.308933479281507
2,congruent,2317,16915,824,297,24,0.04871191190729842,0.07501663918476399,0.02630472727746557,0.013944211881438818,True,0.459827546238023,1.5838008290305834
2,congruent,2410,14795,505,169,38,0.03419333397239818,0.1763373780697083,0.14214404409731013,0.024961240700486404,True,1.7995710377908527,6.047052950785982
2,congruent,2553,14709,661,160,4,0.04495223342513298,0.031600920326356,-0.013351313098776976,0.011787686756709076,True,-0.36629712026001293,0.6932967780854784
2,congruent,2683,16638,831,172,17,0.049938906724850275,0.08509137207452797,0.03515246534967769,0.018204441474496,True,0.5706273430114801,1.769376709442588
2,congruent,2718,12485,536,104,23,0.04295794359063579,0.15527050140423243,0.11231255781359664,0.027921925152470058,True,1.409778065651635,4.095046471743024
2,congruent,2918,87361,6127,2807,183,0.07011816683893224,0.06481380794108231,-0.005304358897849928,0.004674504916657142,True,-0.08435137874212151,0.9191082442499622
2,congruent,3288,13192,863,265,13,0.06533497822993385,0.048874046318981706,-0.016460931910952145,0.01206212006458471,True,-0.30773933934803877,0.7351069064837008
2,congruent,3403,12225,235,83,11,0.019373254947250316,0.09579697793497935,0.07642372298772904,0.02422878990168745,True,1.6794756208800505,5.36274312316762
2,congruent,3471,12042,877,300,52,0.0726979083541821,0.15133303989338992,0.07863513153920781,0.018907356946653863,True,0.8217829143531448,2.2745515551410005
2,congruent,3497,14631,893,96,5,0.060978579825582746,0.050497818890456535,-0.010480760935126211,0.017372708360820326,True,-0.19969204377275895,0.8189829251388113
2,congruent,3605,12806,201,71,6,0.015856855914057492,0.06726354112854599,0.0514066852144885,0.021510867439494447,True,1.498665060234499,4.475710276933875
2,congruent,3875,42250,2653,707,56,0.06277072197452742,0.07662917757205479,0.013858455597527367,0.009646305112582602,True,0.21438619274300263,1.2391010942530294
2,congruent,3988,19498,876,201,13,0.04493811182949912,0.06068005294506308,0.015741941115563964,0.014714501792358732,True,0.31694876638717595,1.372932229845237
2,congruent,4193,26409,1157,525,103,0.04382122471395142,0.18011344292160736,0.13629221820765594,0.01587131716355332,True,1.5672475216505513,4.793436189907023
2,congruent,4275,15388,519,164,5,0.03378712962953275,0.03543341256025046,0.0016462829307177101,0.012304350196844038,True,0.04928058721438644,1.0505150704880972
2,congruent,4344,14287,635,148,7,0.04446235922951667,0.047544753481764394,0.003082394252247725,0.01468392230695594,True,0.07025951089695592,1.072786544931968
2,congruent,4398,14905,487,127,6,0.032739573058508886,0.04753658265101016,0.014797009592501277,0.015427258592909726,True,0.38833111842582646,1.4745179435247353
2,congruent,4431,22476,1614,277,25,0.07174271631411427,0.08235018252356835,0.010607466209454075,0.014964994775423011,True,0.1493874226678451,1.161122747352685
2,congruent,4484,25793,338,88,3,0.013190918830715681,0.03999388306970313,0.026802964238987453,0.015859941160357445,True,1.1367348247114752,3.116575568077592
2,congruent,4790,13350,828,406,33,0.06195618641657246,0.07676830553378698,0.014812119117214521,0.012442971335840115,True,0.23028083331078086,1.2589535163730843
2,congruent,4969,19479,885,378,33,0.04544232571704674,0.08163206455547517,0.03618973883842843,0.013094624964867484,True,0.6244281309496018,1.8671778708225815
2,congruent,5058,30681,2853,1254,148,0.09289582030711492,0.11463065032612742,0.021734830019012497,0.008926867201388116,True,0.23448897303322358,1.2642625313779785
2,congruent,5119,15294,301,125,11,0.01979931980760741,0.07450253078845688,0.05470321098084947,0.019085962949508654,True,1.3826114400711793,3.9852954103474976
2,congruent,5256,12698,861,128,7,0.06770730313347127,0.05249875864984087,-0.015208544483630404,0.0162096744264952,True,-0.2705859537620081,0.7629323202747631
2,congruent,5295,19647,536,158,8,0.027349113239167173,0.0499081910814599,0.022559077842292725,0.014629974251368858,True,0.6249676296196829,1.8681854825788566
2,congruent,5336,13382,116,27,0,0.008855968207099982,0.03383219260675507,0.024976224399655085,0.018872364812511148,True,1.3658435186102227,3.9190274307161013
2,congruent,5356,16021,1103,585,102,0.06876472869491879,0.16191958687966881,0.09315485818475003,0.014586650792663988,True,0.9618067848110301,2.616419512415024
2,congruent,5383,14559,1030,339,42,0.0706476622561122,0.11186859654375857,0.041220934287646366,0.015825583765181044,True,0.5049881414641879,1.6569658711552224
2,congruent,5402,18918,859,182,17,0.04541562374943674,0.08163159555929975,0.03621597180986301,0.017489008705435672,True,0.6250376217048221,1.8683162453523354
2,congruent,5573,72191,4277,1009,65,0.05923576408789893,0.06344861799922813,0.004212853911329202,0.00749017141573473,True,0.0731931058960047,1.0759382868821201
2,congruent,5675,82509,2747,879,52,0.03330481755981953,0.05840942574790325,0.025104608188083716,0.007658567555672104,True,0.5880878990188978,1.8005423030861967
2,congruent,5886,13170,1119,291,35,0.08478778502518507,0.10727546602366621,0.02248768099848114,0.01658054972145023,True,0.26012639377664204,1.2970940209173825
2,congruent,6003,12506,307,90,5,0.024668116373621044,0.052465973038630966,0.02779785666500992,0.01796550289723098,True,0.7835682100267833,2.18927012062793
2,congruent,6181,13564,369,125,9,0.027302492550588392,0.06391742346513614,0.03661493091454775,0.017802961536801585,True,0.8889834436451811,2.432655462557254
2,congruent,6194,20525,232,114,1,0.011417625438574365,0.022910818257518242,0.011493192818943877,0.011209272987424435,True,0.708145002406368,2.0302217070919477
2,congruent,6474,18022,2261,702,147,0.1251843293528792,0.19593693578571958,0.07075260643284037,0.014542168105800193,True,0.5323410632087999,1.7029142757402398
2,congruent,6519,16605,920,322,28,0.05537704246266706,0.08052153142131065,0.025144488958643588,0.013945520003138803,True,0.40133874166524786,1.4938232029639387
2,congruent,6591,19060,716,293,26,0.037600864772486635,0.08146040067697623,0.04385953590448959,0.014523487792079825,True,0.8197342208450773,2.269896466189649
2,congruent,6609,15950,82,17,0,0.005312673447775525,0.03801185968203182,0.0326991862342563,0.02113218840724912,False,2.001229345883591,7.398145390426323
2,congruent,6786,14629,923,116,10,0.06302867650536151,0.07267153932056235,0.00964286281520084,0.019402459320707496,True,0.1527048691440731,1.1649811063304747
2,congruent,6858,17434,626,157,3,0.035951471408666794,0.027503980182388744,-0.00844749122627805,0.011067742897656664,True,-0.27656363307990084,0.7583853592000651
2,congruent,6946,14833,938,264,40,0.06317247444749415,0.13135402993432466,0.06818155548683051,0.018730716318298875,True,0.8075910725172448,2.2424994563427867
2,congruent,7097,13350,985,452,69,0.07366042431461789,0.13969880470442628,0.06603838038980839,0.01541342596733543,True,0.7139813634241825,2.0421054591211742
2,congruent,7109,14342,145,57,1,0.010278871802687254,0.03370845194381456,0.02342958014112731,0.016364973983909844,True,1.2116157147472055,3.358907306708153
2,congruent,7332,17195,987,202,17,0.05736601371960816,0.07549260550144686,0.018126591781838702,0.01626609668545527,True,0.29399969914664714,1.3417834999868459
2,congruent,7522,18219,737,237,18,0.040479084234256085,0.07003565226298268,0.029556568028726596,0.014759004918466507,True,0.5795068925555582,1.7851579390101686
2,congruent,7643,15204,1315,542,77,0.08632968511133339,0.132152089019262,0.04582240390792862,0.01393288367629674,True,0.4772332531536858,1.6116093131710147
2,congruent,7652,22062,1392,641,88,0.06305162908625135,0.12919716674987528,0.06614553766362392,0.012729424369835929,True,0.7905983591803274,2.20471524325927
2,congruent,7735,21498,782,384,84,0.03641029923378607,0.1943919807732268,0.15798168153944075,0.018720401091460094,True,1.8540932460931374,6.385905180102248
